id,c_fraccionarancelaria,descripcion
catalogos_fraccionarancelaria7339,62034207,"Para niños, cortos y shorts, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en las fracciones 62034201 y 62034202."
catalogos_fraccionarancelaria7340,62034208,"Para hombres, cortos y shorts de mezclilla (""denim""), con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en las fracciones 62034201 y 62034202."
catalogos_fraccionarancelaria7341,62034209,"Para niños, cortos y shorts de mezclilla (""denim""), con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en las fracciones 62034201 y 62034202."
catalogos_fraccionarancelaria7342,62034210,"Para hombres, cortos y shorts, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en las fracciones 6203.42.01 y 6203.42.02."
catalogos_fraccionarancelaria7343,62034291,"Los demás, para hombres."
catalogos_fraccionarancelaria7344,62034292,"Los demás, para niños."
catalogos_fraccionarancelaria7345,62034293,"Los demás para niños, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7346,62034294,"Los demás para hombres, de mezclilla (""denim""), con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7347,62034295,"Los demás para niños, de mezclilla (""denim""), con cremallera,botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7348,62034296,"Los demás para hombres, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7349,62034299,Derogada
catalogos_fraccionarancelaria7350,62034301,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7351,62034302,Derogada
catalogos_fraccionarancelaria7352,62034303,Suprimida
catalogos_fraccionarancelaria7353,62034304,"Para hombres, del tipo mezclilla, con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 62034301."
catalogos_fraccionarancelaria7354,62034305,"Para niños, del tipo mezclilla, con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 62034301."
catalogos_fraccionarancelaria7355,62034306,Derogada
catalogos_fraccionarancelaria7356,62034307,Suprimida
catalogos_fraccionarancelaria7357,62034308,"Para hombres, cortos y shorts, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 62034301."
catalogos_fraccionarancelaria7358,62034309,"Para hombres, cortos y shorts de poliéster, con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 62034301."
catalogos_fraccionarancelaria7359,62034310,"Para niños, cortos y shorts, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 6203.43.01."
catalogos_fraccionarancelaria7360,62034311,"Para niños, cortos y shorts de poliéster, con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 6203.43.01."
catalogos_fraccionarancelaria7361,62034391,"Los demás, para hombres."
catalogos_fraccionarancelaria7362,62034392,"Los demás, para niños."
catalogos_fraccionarancelaria7363,62034393,"Los demás para hombres, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7364,62034394,"Los demás para hombres, de poliéster, con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7365,62034395,"Los demás para niños, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7366,62034396,"Los demás para niños, de poliéster, con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7367,62034399,Derogada
catalogos_fraccionarancelaria7368,62034901,De las demás materias textiles.
catalogos_fraccionarancelaria7369,62041101,De lana o pelo fino.
catalogos_fraccionarancelaria7370,62041201,De algodón.
catalogos_fraccionarancelaria7371,62041301,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7372,62041399,Los demás.
catalogos_fraccionarancelaria7373,62041901,"De fibras artificiales, excepto lo comprendido en la fracción 6204.19.03."
catalogos_fraccionarancelaria7374,62041902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7375,62041903,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7376,62041999,Los demás.
catalogos_fraccionarancelaria7377,62042101,De lana o pelo fino.
catalogos_fraccionarancelaria7378,62042201,De algodón.
catalogos_fraccionarancelaria7379,62042301,De fibras sintéticas.
catalogos_fraccionarancelaria7380,62042901,De las demás materias textiles.
catalogos_fraccionarancelaria7381,62043101,De lana o pelo fino.
catalogos_fraccionarancelaria7382,62043201,Derogada
catalogos_fraccionarancelaria7383,62043202,Para mujer.
catalogos_fraccionarancelaria7384,62043299,Las demás.
catalogos_fraccionarancelaria7385,62043301,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7386,62043302,Con un contenido de lino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7387,62043391,"Los demás, para mujeres."
catalogos_fraccionarancelaria7388,62043392,"Los demás, para niñas."
catalogos_fraccionarancelaria7389,62043393,"Los demás con forro o relleno, para mujeres."
catalogos_fraccionarancelaria7390,62043399,Derogada
catalogos_fraccionarancelaria7391,62043901,"De fibras artificiales, excepto lo comprendido en la fracción 6204.39.03."
catalogos_fraccionarancelaria7392,62043902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7393,62043903,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7394,62043999,Los demás.
catalogos_fraccionarancelaria7395,62044101,De lana o pelo fino.
catalogos_fraccionarancelaria7396,62044201,Hechos totalmente a mano.
catalogos_fraccionarancelaria7397,62044291,"Los demás, para mujeres."
catalogos_fraccionarancelaria7398,62044292,"Los demás, para niñas."
catalogos_fraccionarancelaria7399,62044299,Derogada
catalogos_fraccionarancelaria7400,62044301,Hechos totalmente a mano.
catalogos_fraccionarancelaria7401,62044302,"Con un contenido de lana o pelo fino mayor o igual a 36% en peso, excepto lo comprendido en la fracción 6204.43.01."
catalogos_fraccionarancelaria7402,62044303,"De novia, de coctel o de gala, para mujeres, excepto lo comprendido en las fracciones 6204.43.01 y 6204.43.02."
catalogos_fraccionarancelaria7403,62044391,"Los demás, para mujeres."
catalogos_fraccionarancelaria7404,62044392,"Los demás, para niñas."
catalogos_fraccionarancelaria7405,62044399,Derogada
catalogos_fraccionarancelaria7406,62044401,Hechos totalmente a mano.
catalogos_fraccionarancelaria7407,62044402,"Con un contenido de lana o pelo fino mayor o igual a 36% en peso, excepto lo comprendido en la fracción 6204.44.01."
catalogos_fraccionarancelaria7408,62044491,"Los demás, para mujeres."
catalogos_fraccionarancelaria7409,62044492,"Los demás, para niñas."
catalogos_fraccionarancelaria7410,62044499,Derogada
catalogos_fraccionarancelaria7411,62044901,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7412,62044999,Los demás.
catalogos_fraccionarancelaria7413,62045101,De lana o pelo fino.
catalogos_fraccionarancelaria7414,62045201,Derogada
catalogos_fraccionarancelaria7415,62045202,Para mujeres.
catalogos_fraccionarancelaria7416,62045299,Las demás.
catalogos_fraccionarancelaria7417,62045301,Hechas totalmente a mano.
catalogos_fraccionarancelaria7418,62045302,"Con un contenido de lana o pelo fino mayor o igual a 36% en peso, excepto lo comprendido en la fracción 6204.53.01."
catalogos_fraccionarancelaria7419,62045391,"Los demás, para mujeres."
catalogos_fraccionarancelaria7420,62045392,"Los demás, para niñas."
catalogos_fraccionarancelaria7421,62045399,Derogada
catalogos_fraccionarancelaria7422,62045901,De fibras artificiales.
catalogos_fraccionarancelaria7423,62045902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7424,62045903,"Hechas totalmente a mano, de fibras artificiales."
catalogos_fraccionarancelaria7425,62045904,Las demás hechas totalmente a mano.
catalogos_fraccionarancelaria7426,62045905,"Con un contenido de lana o pelo fino mayor o igual a 36% en peso, excepto lo comprendido en las fracciones 6204.59.01, 6204.59.03 y 6204.59.04."
catalogos_fraccionarancelaria7427,62045999,Los demás.
catalogos_fraccionarancelaria7428,62046101,De lana o pelo fino.
catalogos_fraccionarancelaria7429,62046201,Derogada
catalogos_fraccionarancelaria7430,62046202,Derogada
catalogos_fraccionarancelaria7431,62046203,Suprimida
catalogos_fraccionarancelaria7432,62046204,Derogada
catalogos_fraccionarancelaria7433,62046205,Derogada
catalogos_fraccionarancelaria7434,62046206,"Para mujeres, cortos y shorts, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7435,62046207,"Para mujeres, cortos y shorts de mezclilla (""denim""), con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7436,62046208,"Para niñas, cortos y shorts de mezclilla (""denim""), con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7437,62046210,"Para niñas, cortos y shorts, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7438,62046291,"Los demás, para mujeres."
catalogos_fraccionarancelaria7439,62046292,"Los demás, para niñas."
catalogos_fraccionarancelaria7440,62046293,"Los demás para mujeres, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7441,62046294,"Los demás para mujeres, de mezclilla (""denim""), con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7442,62046295,"Los demás para niñas, de mezclilla (""denim""), con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7443,62046296,"Los demás para niñas, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7444,62046299,Derogada
catalogos_fraccionarancelaria7445,62046301,"Para mujeres, cortos y shorts de mezclilla (""denim""), con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7446,62046302,Derogada
catalogos_fraccionarancelaria7447,62046303,Suprimida
catalogos_fraccionarancelaria7448,62046304,"Para mujeres, pantalones largos, pantalones cortos (calzones) y shorts, del tipo mezclilla, con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 6204.63.01."
catalogos_fraccionarancelaria7449,62046305,"Para niñas, pantalones largos, pantalones cortos (calzones) y shorts, del tipo mezclilla, con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 62046301."
catalogos_fraccionarancelaria7450,62046306,Suprimida
catalogos_fraccionarancelaria7451,62046307,"Para niñas, pantalones largos, pantalones cortos (calzones) y shorts, de poliéster, con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 62046301."
catalogos_fraccionarancelaria7452,62046308,"Para mujeres, cortos y shorts, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 62046301."
catalogos_fraccionarancelaria7453,62046309,"Para niñas, cortos y shorts, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 6204.63.01."
catalogos_fraccionarancelaria7454,62046310,"Para mujeres, cortos y shorts, de poliéster, con cremallera, botones o cualquier otro sistema de cierre, excepto lo comprendido en la fracción 6204.63.01."
catalogos_fraccionarancelaria7455,62046391,"Los demás, para mujeres."
catalogos_fraccionarancelaria7456,62046392,"Los demás, para niñas."
catalogos_fraccionarancelaria7457,62046393,"Los demás para mujeres, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7458,62046394,"Los demás para niñas, ceñidos en la cintura por una banda elástica, un cordón o cualquier otro elemento, sin cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7459,62046395,"Los demás para mujeres, de poliéster, con cremallera, botones o cualquier otro sistema de cierre."
catalogos_fraccionarancelaria7460,62046399,Derogada
catalogos_fraccionarancelaria7461,62046901,Derogada
catalogos_fraccionarancelaria7462,62046902,Con un contenido de seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7463,62046903,Con un contenido de lana o pelo fino mayor o igual a 36% en peso.
catalogos_fraccionarancelaria7464,62046904,"De fibras artificiales, para mujeres, excepto lo comprendido en la fracción 62046903."
catalogos_fraccionarancelaria7465,62046905,"De fibras artificiales, para niñas, excepto lo comprendido en la fracción 62046903."
catalogos_fraccionarancelaria7466,62046999,Los demás.
catalogos_fraccionarancelaria7467,62052001,Hechas totalmente a mano.
catalogos_fraccionarancelaria7468,62052091,"Para hombres, excepto lo comprendido en la fracción 6205.20.01."
catalogos_fraccionarancelaria7469,62052092,"Para niños, excepto lo comprendido en la fracción 6205.20.01."
catalogos_fraccionarancelaria7470,62052099,Derogada
catalogos_fraccionarancelaria7471,62053001,Hechas totalmente a mano.
catalogos_fraccionarancelaria7472,62053091,"Para hombres, excepto lo comprendido en la fracción 6205.30.01."
catalogos_fraccionarancelaria7473,62053092,"Para niños, excepto lo comprendido en la fracción 6205.30.01."
catalogos_fraccionarancelaria7474,62053099,Derogada
catalogos_fraccionarancelaria7475,62059001,Con un contenido en seda mayor o igual a 70% en peso.
catalogos_fraccionarancelaria7476,62059002,De lana o pelo fino.
catalogos_fraccionarancelaria7477,62059099,Las demás.
catalogos_fraccionarancelaria7478,62061001,De seda o desperdicios de seda.
catalogos_fraccionarancelaria7479,62062001,Hechas totalmente a mano.
catalogos_fraccionarancelaria7480,62062099,Los demás.
